,사업장명,카페이름
1153,봉무동 읍천리382 대구이시아폴리스점,읍천리382이시아폴리스점
1154,봉무동 텐퍼센트커피 대구이시아폴리스점,텐퍼센트커피 대구이시아폴리스점
1155,봉무동 카펠리체 이시아폴리스점,카펠리체이시아폴리스점
1156,불로동 더벤티 대구이시아폴리스점,더벤티 대구이시아폴리스점
1157,검단동 더치앤빈 대구이시아폴리스점,더치앤빈 대구이시아폴리스점
1158,봉무동 스펠 이시아,스펠 이시아
1159,봉무동 디다카페,디다카페
1160,불로동 몬스터커피 이시아폴리스점,몬스터커피 이시아폴리스점
1161,검단동 에쏘라인 이시아폴리스점,에쏘라인 이시아폴리스점
1162,불로동 컴포즈커피 대구이시아폴리스점,컴포즈커피 대구이시아폴리스점
1163,봉무동 카페이숍,카페이숍
1164,불로동 열매달,열매달
1165,봉무동 미진,미진
1166,봉무동 카페탄,카페 탄
1167,공산동 더벤티 대구지묘점,더벤티 대구지묘점
1168,공산동 째미핑거,째미핑거
1169,공산동 로스팅랩,로스팅 랩
1170,공산동 비팩토리,비팩토리
1171,공산동 올라오니,올라오니
1172,공산동 커피앤스토리,커피 앤 스토리
1173,신암1동 HEJHEJ,HEJ HEJ
1174,신암5동 마시그래이 공항점,마시그래이 공항점
1175,신암5동 더리터 대구공항점,더리터 대구공항점
1176,안심4동 마고플레인비스타,마고플레인비스타
1177,효목2동 테로부,테로부
1178,신천4동 다즐링,다즐링
1179,해안동 빽다방 대구방촌상명점,빽다방 대구방촌상명점
1180,해안동 카페하누,카페하누
1181,신천4동 리카페이,리카페이
1182,효목2동 아이엠에이투지,아이엠 에이투지
1183,효목1동 카페봄봄 효목점,카페봄봄 효목점
1184,효목1동 앨리커피,앨리커피
1185,방촌동 카페클라우드,카페클라우드
1186,방촌동 에녹커피 강촌점,에녹커피 강촌점
1187,방촌동 감성커피 대구방촌점,감성커피 대구방촌점
1188,해안동 마시그래이 강촌점,마시그래이 강촌점
1189,해안동 갸또빌라쥬,갸또빌라쥬
1190,방촌동 로라롱하우스,로라롱하우스
1191,해안동 아웃스탠딩커피 혜진점,아웃스탠딩커피 혜진점
1192,해안동 스위트주아르,스위트주아르
1193,해안동 밀크브라운스탠드,밀크브라운스탠드
1194,효목1동 오엔오,오엔오
1195,동촌동 더아양,더아양
1196,방촌동 파스쿠찌 동촌유원지점,파스쿠찌 동촌유원지점
1197,동촌동 설빙 대구동촌유원지점,설빙 대구동촌유원지점
1198,효목1동 짝라이브,짝 라이브
1199,효목1동 라이브카페비틀즈,비틀즈라이브카페
1200,방촌동 커피스미스 대구동촌유원지점,커피스미스 동촌유원지점
1201,동촌동 파라볼레 동촌유원지점,에스프레소바 파라볼레 카페 대구동촌유원지점
1202,효목2동 투썸플레이스 대구동촌유원지점,투썸플레이스 대구동촌유원지점
1203,효목2동 핸즈커피 동촌유원지점,핸즈커피 동촌유원지점
1204,동촌동 이디야커피 대구동촌유원지점,이디야커피 동촌유원지점
1205,동촌동 드롭탑 동촌유원지점,드롭탑 동촌유원지점
1206,효목1동 카페단아,카페 단아
1207,효목2동 블루샥효목,블루샥 대구 효목점
1208,효목2동 카페나눔,담소나눔카페 커피앤디저트
1209,효목1동 빽다방 대구효목점,빽다방 대구효목점
1210,효목2동 오쏘커피,오쏘커피
1211,효목1동 릴리하우스,릴리하우스
1212,효목2동 커피컵팟,커피컵팟
1213,신천4동 만랩커피 대구신천점,만랩커피 대구신천점
1214,신암4동 백금당 2호점,백금당 카페2호점
1215,신암5동 오세요 카페테리아,오세요 카페테리아
1216,검단동 카페나우 북구청소년회관점,카페나우 북구청소년회관점
1217,대현동 만복당,만복당
1218,신암1동 H커피,H COFFEE
1219,신암1동 멜라이드 경대점,멜라이드 경대점
1220,신암1동 목로카페,목로카페
1221,복현2동 블라인드멜론 테크노점,블라인드멜론 테크노점
1222,복현1동 줌줌,줌줌
1223,대현동 제리집,제리집
1224,신암1동 칼디커피,칼디커피익스프레스
1225,대현동 라이카브루어스,라이카브루어스
1226,복현2동 플레이스23,플레이스23
1227,복현2동 라임커피,라임커피
1228,복현2동 텐퍼센트커피 대구복현블랙스톤점,텐퍼센트커피 대구복현블랙스톤점
1229,비산3동 민월재,민월재
1230,고성동 마시그래이 대구FC점,마시그래이 대구FC점
1231,도원동 카페818,CAFE818
1232,고성동 빠삐용,빠삐용 고성점
1233,고성동 예투카페,카페예투
1234,비산3동 크래프터갸또,크래프터 갸또
1235,도원동 운터커피,운터커피
1236,고성동 봉스커피,봉스커피
1237,침산1동 이디야커피 고성점,이디아커피 고성점
1238,침산1동 비아에스프레소클럽,비아에스프레소클럽
1239,고성동 올드캐슬,oldcastle
1240,고성동 요거잇,요거잇
1241,도원동 빌리웍스,빌리웍스
1242,복현1동 이디야커피 대구복현오거리점,이디야 대구복현오거리점
1243,읍내동 라이프빈,라이프빈
1244,읍내동 헤세드,헤세드
1245,관음동 정카페,정카페
1246,관음동 커피산책,커피산책
1247,국우동 화이트폭스(WHITEFOX),화이트폭스
1248,읍내동 비스킷워크숍,비스킷워크숍
1249,국우동 이프로더치커피,이프로더치커피
1250,국우동 옴브레(ombre),카페옴브레
1251,동천동 카페봄봄 운암역점,카페 봄봄 칠곡운암역점
1252,동천동 더벤티 칠곡운암역점,더벤티 칠곡운암역점
1253,구암동 갤러리커피,갤러리커피
1254,구암동 카페포인트,카페포인트
1255,읍내동 더착한커피 칠곡점,더착한커피 칠곡점
1256,읍내동 카페인헤븐,카페인헤븐
1257,읍내동 커피숲,커피숲
1258,태전2동 김군커피,김군커피
1259,태전2동 카페티그레,카페티그레
1260,구암동 포인트커피(POINTCOFFEE),포인트커피
1261,구암동 아니스커피,아니스커피
1262,구암동 플라낭,플라낭
1263,구암동 피콜로라비타,피콜로라비타
1264,구암동 위트커피 구암점,위트커피 구암점
1265,구암동 드롭탑 대구3지구점,드롭탑 대구3지구점
1266,관문동 커피홀 대구사수점,커피홀 대구 사수점
1267,관문동 카페이로,카페이로
1268,관문동 카페일상,카페일상
1269,관문동 나우커피 금호지구점,나우커피 금호지구점
1270,관문동 과일창고앤디저트커피,과일창고앤디저트커피
1271,관문동 커피쿡 대구사수점,커피쿡 사수점
1272,관문동 더리터 대구사수점,더리터 대구사수점
1273,산격4동 카페지뉴,카페지뉴
1274,산격1동 제스처커피,제스처커피
1275,산격4동 소리카페,소리카페
1276,산격1동 골목서재,골목서재
1277,복현1동 옐랑옐랑,옐랑옐랑
1278,산격3동 츄러스1500 경대북문점,츄러스1500 경대북문점
1279,복현1동 커피장인 경대북문점,커피장인경대북문점
1280,산격3동 봉명동내커피 대구경북대점,봉명동내커피 경북대점
1281,산격3동 카페달달 경북대점,카페달달 경북대점
1282,산격2동 프라이스커피,프라이스커피
1283,산격2동 롤리데이,롤리데이
1284,산격2동 커피를심다&포장마차,커피를심다&포장마차
1285,산격2동 더블유컬렉션 산격점,W collection 산격점
1286,동천동 벌크커피 칠곡점,벌크커피 칠곡점
1287,관음동 쉴만한물가,쉴만한물가
1288,동천동 미미당,미미당
1289,동천동 우유담따,우유담따
1290,동천동 하삼동커피 대구 동천점,하삼동커피 대구동천점
1291,동천동 커피베이 대구칠곡점,커피베이 대구칠곡점
1292,동천동 라심,La sim
1293,동천동 카페 꽃이피다 동천점,꽃이피다 동천점
1294,동천동 카페보스 동천점,카페보스 동천점
1295,동천동 몬스터커피 동천점,몬스터커피 동천점
1296,읍내동 보네스트커피,보네스트커피
1297,읍내동 온디맨드,온디맨드
1298,읍내동 장미카페 칠곡점,장미카페 칠곡점
1299,산격3동 초이크,초이크
1300,복현1동 루트커피,루트커피
1301,복현1동 블라인드멜론 북문점,블라인드멜론 북문점
1302,복현1동 반반다방,반반다방
1303,산격1동 투썸플레이스 대구경북대점,투썸플레이스 경북대점
1304,산격4동 아틀리에빈 경북대점,아틀리에빈 경북대점
1305,산격3동 공차 경북대점,공차 경북대점
1306,산격3동 썸카페,썸카페
1307,산격3동 망티커피 경북대북문점,망티커피 경북대북문점
1308,산격4동 매스커피 경북대점,매스커피 경북대점
1309,산격4동 스테디커피 경대북문점,스테디커피 경대북문점
1310,산격3동 그린그루브 경북대점,그린그루브 경북대점
1311,산격4동 코펜하겐커피,코펜하겐커피 본점
1312,산격1동 몰타,몰타
1313,산격4동 베르데,베르데
1314,산격1동 주비 두루향기롭다,주비 두루 향기롭다
1315,산격3동 마실커피 경북대점,마실커피 경북대점
1316,산격3동 아아수혈 경북대점,아아수혈 경북대점
1317,산격4동 할리스 경북대북문점,할리스 경북대북문점
1318,산격3동 플랜 대구경북대점,플랜 경북대점
1319,산격4동 이디야커피 경북대점,이디야커피 경북대점
1320,산격4동 더리터 경북대점,더리터 경북대점
1321,산격3동 요거트마마,요마 경북대점
1322,산격3동 컴포즈커피 경북대점,컴포즈커피 경북대점
1323,산격3동 실버라운지,실버라운지 경북대점
1324,산격3동 금커피별빙수 경북대점,금커피별빙수 경북대점
1325,산격3동 카페인중독 대구경북대점,카페인중독 대구경북대점
1326,산격4동 커피와빵,커피와빵 경대북문본점
1327,산격3동 트웬티(TWENTY),트웬티
1328,산격4동 커피명가 경대북문점,커피명가 경대북문점
1329,산격3동 데이데이,데이데이
1330,산격3동 설빙 대구경북대점,설빙 대구경북대점
1331,산격4동 아마스빈 경북대북문점,아마스빈 경북대북문점
1332,산격3동 어썸브루커피,어썸브루커피
1333,대현동 더리터 대구대현점,더리터 대구대현점
1334,신암2동 텐퍼센트커피 대구대현점,텐퍼센트커피 대구대현점
1335,칠성동 커피브레드,커피브레드
1336,신암2동 다옴커피,다옴coffee
1337,신암2동 안스커피,안스커피
1338,신암2동 메이플101커피,Maple101coffee
1339,신암2동 윈디커피,윈디커피
1340,대현동 어펙션,어펙션
1341,대현동 리터킹 대현점,리터킹 대현점
1342,대현동 미씽파파,Missing Papa
1343,대현동 ROUND COFFEE SQUARE,ROUND COFFEE SQUARE
1344,대현동 키아누,카페 키아누
1345,신암1동 더쪽,더쪽 까페
1346,신암1동 커피셀러 경대정문점,커피셀러 경대정문점
1347,대현동 커피음65,커피음65
1348,신암2동 메가MGC커피 대구대현점,메가MGC커피 대구대현점
1349,대현동 카페비탈,카페비탈
1350,침산2동 워킹커피,워킹커피 WALKING COFFEE
1351,침산2동 라포레,라포레
1352,국우동 핸썸커피 도남점,핸썸커피 도남점
1353,국우동 몬스터커피 도남점,몬스터커피 도남점
